id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4993811151586370 ,NDmsj6EGD,1134551323,电盒校长,极星4，能帮极星实现“中国销量前三”的目标吗？O极星4，能帮极星实现“中国销量前三”的目标吗？,,,,,1,10,0,2024/1/24 20:53,微博 weibo.com,,,
4995291952451680 ,NDmsj6EGD,5462285683,Hotpot-Hero,35万的极星4高攀不起，25万的极星4诚意满满。底蕴丰富的地盘调教加国区特供的flymeauto，成为下一个吉利王不是梦,,,,,0,1,10,2024/1/24 20:53,微博 weibo.com,,,4.99381E+15
4994483873908240 ,NDDXlgoIc,1649679354,初晓敏,这家新店的买家秀现场竟让我赶上了~#全民拍车#L初晓敏的微博视频,,,,全民拍车,343,313,0,2024/1/26 17:26,微博视频号,,,
4994580919356560 ,NDDXlgoIc,1428190930,木卯木登,极星真的好看,,,,,0,0,1129,2024/1/26 17:26,微博视频号,,,4.99448E+15
4989686862845510 ,NBDaebWfn,2752586365,终究是选择悄悄鼠了,杀马特头目（指正）,,,,,11,1,0,2024/1/13 11:45,华为Mate40保时捷设计,['https://wx3.sinaimg.cn/large/a411227dly1hlruq59z9vj20w0132gwd.jpg'],,
4990215131505220 ,NBDaebWfn,7556496194,黑龙先生的尾巴可以揪吗,不要那什么破极星器了大哥们再喵一声，他喵也是喵（抱裤腿）（被拎走）//@陌影影影:忽略.mp3//@布丁香蕉兔船:啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,,"陌影影影,布丁香蕉兔船",,0,2,7,2024/1/13 11:45,华为Mate40保时捷设计,,,4.98969E+15
4988049227780320 ,NAWySwE16,2049426175,花灼羽翼,蒸蒸日上啊朋友们小福有两把刷子的,,,,,31,3,0,2024/1/8 23:17,微博网页版,"['https://wx2.sinaimg.cn/large/7a27c2ffly1hlmmn4yxvbj20gr076qah.jpg', 'https://wx4.sinaimg.cn/large/7a27c2ffly1hlmmn6u4isj20gr076n4n.jpg', 'https://wx4.sinaimg.cn/large/7a27c2ffly1hlmmngo5x6j20gp0amdjg.jpg', 'https://wx2.sinaimg.cn/large/7a27c2ffly1hlmmni4puyj20gv0akjvi.jpg']",,
4988059087015620 ,NAWySwE16,1819742917,源氏坑里的百地淤泥,蒸蒸//@葬刃_鬼気管理:極星器把死人都給炸活了,,,葬刃_鬼気管理,,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988057422137770 ,NAWySwE16,1579881415,布丁水母,小福别搞了我刷不动了//@24K魔法少女:毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,"24K魔法少女,葬刃_鬼気管理",,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988053422083150 ,NAWySwE16,1821682010,西華路購物紀行,笑死//@24K魔法少女:毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,"24K魔法少女,葬刃_鬼気管理",,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988052228015590 ,NAWySwE16,2614315185,涡旋运动HD君,//@24K魔法少女:毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,"24K魔法少女,葬刃_鬼気管理",,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988051962727760 ,NAWySwE16,6351704450,24K魔法少女,毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,葬刃_鬼気管理,,7,1,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988051014553890 ,NAWySwE16,2545522164,n维线性红红,厉害吧，用�换的[吃馕]//@葬刃_鬼気管理:極星器把死人都給炸活了,,,葬刃_鬼気管理,,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988049746301580 ,NAWySwE16,2041337967,葬刃_鬼気管理,極星器把死人都給炸活了,,,,,14,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4986966164639560 ,NAuo0jsXE,6351704450,24K魔法少女,好喜欢奥义特效一人拿两把卿卿我我L24K魔法少女的微博视频,,,,,5,0,0,2024/1/5 23:34,iPhone 14 Pro Max,,,
4986969339729030 ,NAuo0jsXE,2041337967,葬刃_鬼気管理,極星劍奧義名（Estrellada星空）跟涯七的奧義名（Estrella星）意味深！,,,,,4,1,15,2024/1/5 23:34,iPhone 14 Pro Max,,,4.98697E+15
4986142209083120 ,NA8X2C6W3,1893903530,谢欣哲,#特别策划#和保时捷GTS一起跑山，纯电极星4能有乐趣吗？#欣哲频道##极星4跑山快乐车#L谢欣哲的微博视频,,,,"特别策划,欣哲频道,极星4跑山快乐车",56,72,0,2024/1/3 17:00,微博视频号,,,
4986246786975180 ,NA8X2C6W3,5516081528,独角兽lw,//@谢欣哲:极星4山路感受和各位冠军汇报完毕了。这期节目我们抽奖送出极星定制周边一套（渔夫帽和运动手提包）+100元红包三个。原微博转发，评论，点赞，关注即可参与。下周三开奖,,,谢欣哲,,0,0,633,2024/1/3 17:00,微博视频号,,,4.98614E+15
4986239943708120 ,NA8X2C6W3,3176733481,鹅城文刀,//@谢欣哲:极星4山路感受和各位冠军汇报完毕了。这期节目我们抽奖送出极星定制周边一套（渔夫帽和运动手提包）+100元红包三个。原微博转发，评论，点赞，关注即可参与。下周三开奖,,,谢欣哲,,0,0,633,2024/1/3 17:00,微博视频号,,,4.98614E+15
4983499792843690 ,Nz2d5bVM3,1843898113,穆卡mukadas,这次在千岛湖试驾到了极星4，盘旋的山路对它、对我，都是一种考验，毕竟这不是赛道，没有缓冲区，但还好，性能优异的它对这段陌生山路的适应的比我还快，不得不说，它的性格和我以往开到的极星车型有所不同，它依旧执着于性能，但与此同时，它诠释着另外一种舒适，或许，新时代的科技能让我们对电有更多的理解与期待吧！#穆卡的车库##新能源汽车##大v聊车#L穆卡mukadas的微博视频O抽奖,,,,"穆卡的车库,新能源汽车,大v聊车",39,31,0,2023/12/27 10:00,微博视频号,,,
4985864201180520 ,Nz2d5bVM3,5226326903,PARKnSHOP,//@穆卡mukadas:恭喜@半夏夜渐凉1名用户获得【极星小包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O网页链接,,,"穆卡mukadas,半夏夜渐凉,微博抽奖平台",,0,0,68,2023/12/27 10:00,微博视频号,,,4.9835E+15
4985863482119720 ,Nz2d5bVM3,1971136741,车神Michael,//@穆卡mukadas:恭喜@半夏夜渐凉1名用户获得【极星小包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O网页链接,,,"穆卡mukadas,半夏夜渐凉,微博抽奖平台",,0,0,68,2023/12/27 10:00,微博视频号,,,4.9835E+15
4869782984460260 ,MthnciIjI,2135129011,孙少军09,吉利品牌中高端新能源系列正式官宣命名“吉利银河”蹭个热度吧，不聊名字，只说点模式本身的问题。12月就知道很多细节，所以只从销售渠道角度简单说说，真正值得关心的2个变化：第一，吉利银河是全新销售渠道，也就意味着跟长安、比亚迪一样完全新能源销售，不再是混着卖。同时吉利银河会搭建从包含销售附中的品牌中心，再到从吉利原体系精选的体验中心再到以商超店为主的展示中心的整套销售架构。要注意的这个架构去年就确认了，只能说吉利规划的很清楚，银河推进速度或许会比想象中的快。第二，销售代理模式变成车fans常说的代理服务商模式，也是新的行业趋势，即自营和强管控的代理服务商并存。本质上就是回归市场，按需供应，同时降低直营成本压力，对于各方来说都是好事：对吉利银河来说，对一线渠道管控加强，同时减轻了渠道运营压力，铺设网点速度也会更快。对门店来说，摆脱了传统4S店模式高库存的资金链风险，销售流程简化，专心做好服务就可以了。对客户来说，销售流程将会跟新势力一样，销售顾问回归到产品本身介绍，而不是烦人的议价推销。所以如果只讨论吉利银河这个名字，或许只会觉得深蓝、银河和仰望有梗，但如果看核心，这就是吉利品牌这5年来我认为决定性的品牌改革。尤其从去年开始长安吉利不断割肉流血的改革尝试，到今天终于寻找到转型的最佳模式，再回头看看一群躺平等死的曾经的行业龙头。很多时候转型就意味着割肉流血，但是如果连割肉流血的勇气都没有，往往离死不远了。#吉利银河来了##银河每个人仰望的星空##中高端新能源你更看好,,,,"吉利银河来了,银河每个人仰望的星空,中高端新能源你更看好谁",53,167,0,2023/2/16 14:50,微博  weibo.com,"['https://wx2.sinaimg.cn/large/a66d0169ly8hb5b2y2g5zj20u01szkjl.jpg', 'https://wx4.sinaimg.cn/large/a66d0169ly8hb5b2zbmepj20u01sze83.jpg', 'https://wx1.sinaimg.cn/large/a66d0169ly8hb5b3120r6j23h07iqnpe.jpg']",,
4869903385626100 ,MthnciIjI,1742292814,Monster_Orange,//@一纤芥耳:吉利标准版:吉利，吉利max:银河，吉利运营商定制版:几何，吉利海外版:宝腾，吉利海外运营商定制版:英伦，吉利pro:领克，吉利proedition:极氪，吉利promax:沃尔沃，吉利promaxedition:极星，吉利ultra：路特斯,,,一纤芥耳,,0,0,633,2023/2/16 14:50,微博  weibo.com,,,4.86978E+15
4994867715902370 ,NDNWroLtw,1822894882,极速拍档-小乔,听说极氪x二手价到12w了（补充是二手车商收车价而且是我听说的）,,,,,18,182,0,2024/1/27 18:52,OPPO Find X7 Ultra,,,
4995298808304850 ,NDNWroLtw,2009050953,monkcwei,今天在车麟时代听到了，可以换极星2的避震,,,,,0,0,563,2024/1/27 18:52,OPPO Find X7 Ultra,,,4.99487E+15
4993811151586370 ,NDmsj6EGD,1134551323,电盒校长,极星4，能帮极星实现“中国销量前三”的目标吗？O极星4，能帮极星实现“中国销量前三”的目标吗？,,,,,1,10,0,2024/1/24 20:53,微博 weibo.com,,,
4995291952451680 ,NDmsj6EGD,5462285683,Hotpot-Hero,35万的极星4高攀不起，25万的极星4诚意满满。底蕴丰富的地盘调教加国区特供的flymeauto，成为下一个吉利王不是梦,,,,,0,1,10,2024/1/24 20:53,微博 weibo.com,,,4.99381E+15
4994483873908240 ,NDDXlgoIc,1649679354,初晓敏,这家新店的买家秀现场竟让我赶上了~#全民拍车#L初晓敏的微博视频,,,,全民拍车,343,313,0,2024/1/26 17:26,微博视频号,,,
4994580919356560 ,NDDXlgoIc,1428190930,木卯木登,极星真的好看,,,,,0,0,1129,2024/1/26 17:26,微博视频号,,,4.99448E+15
4988049227780320 ,NAWySwE16,2049426175,花灼羽翼,蒸蒸日上啊朋友们小福有两把刷子的,,,,,31,3,0,2024/1/8 23:17,微博网页版,"['https://wx2.sinaimg.cn/large/7a27c2ffly1hlmmn4yxvbj20gr076qah.jpg', 'https://wx4.sinaimg.cn/large/7a27c2ffly1hlmmn6u4isj20gr076n4n.jpg', 'https://wx4.sinaimg.cn/large/7a27c2ffly1hlmmngo5x6j20gp0amdjg.jpg', 'https://wx2.sinaimg.cn/large/7a27c2ffly1hlmmni4puyj20gv0akjvi.jpg']",,
4988059087015620 ,NAWySwE16,1819742917,源氏坑里的百地淤泥,蒸蒸//@葬刃_鬼気管理:極星器把死人都給炸活了,,,葬刃_鬼気管理,,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988057422137770 ,NAWySwE16,1579881415,布丁水母,小福别搞了我刷不动了//@24K魔法少女:毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,"24K魔法少女,葬刃_鬼気管理",,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988053422083150 ,NAWySwE16,1821682010,西華路購物紀行,笑死//@24K魔法少女:毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,"24K魔法少女,葬刃_鬼気管理",,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988052228015590 ,NAWySwE16,2614315185,涡旋运动HD君,//@24K魔法少女:毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,"24K魔法少女,葬刃_鬼気管理",,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988051962727760 ,NAWySwE16,6351704450,24K魔法少女,毕竟好看又强（。馋好多年了查看图片//@葬刃_鬼気管理:極星器把死人都給炸活了,,,葬刃_鬼気管理,,7,1,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988051014553890 ,NAWySwE16,2545522164,n维线性红红,厉害吧，用�换的[吃馕]//@葬刃_鬼気管理:極星器把死人都給炸活了,,,葬刃_鬼気管理,,0,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4988049746301580 ,NAWySwE16,2041337967,葬刃_鬼気管理,極星器把死人都給炸活了,,,,,14,0,13,2024/1/8 23:17,微博网页版,,,4.98805E+15
4986966164639560 ,NAuo0jsXE,6351704450,24K魔法少女,好喜欢奥义特效一人拿两把卿卿我我L24K魔法少女的微博视频,,,,,5,0,0,2024/1/5 23:34,iPhone 14 Pro Max,,,
4986969339729030 ,NAuo0jsXE,2041337967,葬刃_鬼気管理,極星劍奧義名（Estrellada星空）跟涯七的奧義名（Estrella星）意味深！,,,,,4,1,15,2024/1/5 23:34,iPhone 14 Pro Max,,,4.98697E+15
4986142209083120 ,NA8X2C6W3,1893903530,谢欣哲,#特别策划#和保时捷GTS一起跑山，纯电极星4能有乐趣吗？#欣哲频道##极星4跑山快乐车#L谢欣哲的微博视频,,,,"特别策划,欣哲频道,极星4跑山快乐车",56,72,0,2024/1/3 17:00,微博视频号,,,
4986246786975180 ,NA8X2C6W3,5516081528,独角兽lw,//@谢欣哲:极星4山路感受和各位冠军汇报完毕了。这期节目我们抽奖送出极星定制周边一套（渔夫帽和运动手提包）+100元红包三个。原微博转发，评论，点赞，关注即可参与。下周三开奖,,,谢欣哲,,0,0,633,2024/1/3 17:00,微博视频号,,,4.98614E+15
4986239943708120 ,NA8X2C6W3,3176733481,鹅城文刀,//@谢欣哲:极星4山路感受和各位冠军汇报完毕了。这期节目我们抽奖送出极星定制周边一套（渔夫帽和运动手提包）+100元红包三个。原微博转发，评论，点赞，关注即可参与。下周三开奖,,,谢欣哲,,0,0,633,2024/1/3 17:00,微博视频号,,,4.98614E+15
4983499792843690 ,Nz2d5bVM3,1843898113,穆卡mukadas,这次在千岛湖试驾到了极星4，盘旋的山路对它、对我，都是一种考验，毕竟这不是赛道，没有缓冲区，但还好，性能优异的它对这段陌生山路的适应的比我还快，不得不说，它的性格和我以往开到的极星车型有所不同，它依旧执着于性能，但与此同时，它诠释着另外一种舒适，或许，新时代的科技能让我们对电有更多的理解与期待吧！#穆卡的车库##新能源汽车##大v聊车#L穆卡mukadas的微博视频O抽奖,,,,"穆卡的车库,新能源汽车,大v聊车",39,31,0,2023/12/27 10:00,微博视频号,,,
4985864201180520 ,Nz2d5bVM3,5226326903,PARKnSHOP,//@穆卡mukadas:恭喜@半夏夜渐凉1名用户获得【极星小包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O网页链接,,,"穆卡mukadas,半夏夜渐凉,微博抽奖平台",,0,0,68,2023/12/27 10:00,微博视频号,,,4.9835E+15
4985863482119720 ,Nz2d5bVM3,1971136741,车神Michael,//@穆卡mukadas:恭喜@半夏夜渐凉1名用户获得【极星小包】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O网页链接,,,"穆卡mukadas,半夏夜渐凉,微博抽奖平台",,0,0,68,2023/12/27 10:00,微博视频号,,,4.9835E+15
4984013169365520 ,Nzfz6DioO,1921178767,LAC-庆舍,早在Polestar1、Polestar2的时候，便对极星品牌有过深入的了解。#LAC-体验#时隔几年，再次深度体验#极星4#。通过这台高性能品牌旗下的中大型SUV，一起感受极星的传承与发展！#车评精选#LLAC-庆舍的微博视频,,,,"LAC-体验,极星4,车评精选",114,150,0,2023/12/28 20:00,微博视频号,,,
4984070264588330 ,Nzfz6DioO,6229368156,请填写昵称_V,极星这品牌还是有格调的哈,,,,,0,0,517,2023/12/28 20:00,微博视频号,,,4.98401E+15
4983279809201620 ,NyWugCBLi,2218081121,陈意涵Estelle,�北极星广州站和北京站的VLOG来了�属于我们的独特回忆你们都有收到吗#陈意涵2023巡演##许个星愿#陈意涵estelleL陈意涵Estelle的微博视频,,,,"陈意涵2023巡演,许个星愿",3280,3303,0,2023/12/26 19:25,陈意涵estelle超话,,,
4983710239687700 ,NyWugCBLi,7825622298,校庆happy,天天开心//@rua娃吧官微:希望新的一年涵极星可以继续陪伴着大家没什么好送的，卷评揪两个意中人送涵极星吧！祝大家开开心心,,,rua娃吧官微,,0,0,11521,2023/12/26 19:25,陈意涵estelle超话,,,4.98328E+15
4983126142486800 ,NySuqaqVL,1749127163,雷军,我在上次官宣造车发布会上，喊出“为小米汽车而战”这句话时，我就知道，这意味着什么。“雄关漫道真如铁，而今迈步从头越”这是我们的决心，更是我们对未来的信心！#小米汽车技术发布会#,,,,小米汽车技术发布会,709,1212,0,2023/12/26 9:15,Xiaomi 14 Pro 钛金属,['https://wx2.sinaimg.cn/large/001Un9Srly1hl6xahu8emj60u02n7axi02.jpg'],,
4983341325487950 ,NySuqaqVL,1411498621,simon8856,//@忠爱曼联与广州队:继续加油、合作共赢、眼光放海外、枪口一致对，最近我有朋友去了挪威，看到挪威几个城市到处有很多：红旗、比亚迪、蔚来、小鹏、华为、极星甚至有新能源宇通大巴，还有挪威人开着红旗EHS9看到我朋友放下车窗、竖起大拇指说“红旗”，希望更多国产新能源车打通海外并占领市场...,,,忠爱曼联与广州队,,0,0,9423,2023/12/26 9:15,Xiaomi 14 Pro 钛金属,,,4.98313E+15
4982926007602630 ,NyNhCvTNc,1130556244,赵璞,赵璞两个月前，极星4在宁波赛道全球首试时展现出的性能完全出乎我的预料，以至于当我上周收到极星4开放道路试驾的邀请函时，宁可改签机票提前结束假期，也不想错过这次可以体验它日常表现的机会。应该不会让我失望吧？#新能源大牛说##车评精选##Polestar4#L赵璞的微博视频O抽奖,,,,"新能源大牛说,车评精选,Polestar 4",68,62,0,2023/12/25 20:00,赵璞超话,,,
4983331375287950 ,NyNhCvTNc,3953943812,z一路上有你,//@赵璞:今日份喜上加喜关注我，转赞评原博，周五抽一位铁粉朋友送出来自极星的帅气冲锋衣一件,,,赵璞,,0,0,130,2023/12/25 20:00,赵璞超话,,,4.98293E+15
4982978312668770 ,NyNhCvTNc,7349523404,晃神儿电台SUNSPOD,冲锋衣！！//@赵璞:今日份喜上加喜关注我，转赞评原博，周五抽一位铁粉朋友送出来自极星的帅气冲锋衣一件,,,赵璞,,0,0,130,2023/12/25 20:00,赵璞超话,,,4.98293E+15
4978919715636170 ,Nx73RnEe5,2184979950,吉利控股集团,2021年，极星正式推出“Project0”，计划在2030年创造一款真正意义上实现气候中和的车辆，这是一个极具代表性的汽车行业气候解决方案。本期#可持续的吉利#，让我们走进极星，共同探索碳中和汽车的“登月行动”。关注@吉利控股集团并转发本条微博，12月22日抽取50元京东卡6张，欢迎大家踊跃关注转发~！L吉利控股集团的微博视频O抽奖,,,吉利控股集团,可持续的吉利,280,61,0,2023/12/14 18:40,微博视频号,,,
4980447660739420 ,Nx73RnEe5,7520042222,艾克不淘气,让我们走进极星，共同探索碳中和汽车的“登月行动”,,,,,0,0,33,2023/12/14 18:40,微博视频号,,,4.97892E+15
4979883461839330 ,Nxw8i7IuF,2679375953,DannyData小丹尼,很多中国车企出海欧洲高调宣传，但一看销量遥遥落后。也有车企在国内不被人看好，却在欧洲闷声发大财。本集小丹尼视频讲讲：为啥中国车企在欧洲卖车步履维艰？如何破局？电动车真的就比燃油车环保吗？企业搞环保是噱头吗？#微博新知博主##v光新星##汽车##新能源汽车#@微博视频@微博汽车LDannyData小丹尼的微博,,,"微博视频,微博汽车","微博新知博主,v光新星,汽车,新能源汽车",311,2,0,2023/12/17 10:30,微博视频号,,,
4980439263478320 ,Nxw8i7IuF,3984582452,麦田草垛儿,,,,,,0,0,161,2023/12/17 10:30,微博视频号,,,4.97988E+15
4980435532647210 ,Nx73RnEe5,6284175341,渣浪钦点幸运儿,让我们走进极星，共同探索碳中和汽车的“登月行动”,,,,,0,0,33,2023/12/14 18:40,微博视频号,,,4.97892E+15
4980276063897250 ,NxGlwglQW,1864574922,贾若蒙,#王阳接受破冰挑战#冰川融化、气候变暖，环保，不只是说说而已。实力派演员王阳与极致性能的极星4一同启程，带你体验真正的绿色出行！极星4，将天然、环保融入每一寸车身。内饰支撑骨架采用天然纤维聚丙烯(NFPP)制成，这种材料不仅环保，还具有优异的强度和耐久性。座椅材质由生物基环保材料MicroTech制成，舒适且环保。Nappa真皮采用天然环保无铬鞣工艺制成，确保每一寸皮革都符合环保标准。可见纺织品由rPET环保材料使用3Dknitting工艺制成，时尚与环保并存。极星4的每一个细节都在告诉你：我们很认真地对待环保。这款充满魅力的座驾，现在只需29.99万起。成为产品体验官，还有3万元现金权益等着你！限时置换补贴基金，最高可达3万元随心选基金。与王阳一起，选择#极星4#，就是选择了一个更绿色、更美好的未来。走，一起加入这场破冰挑战,,,,"王阳接受破冰挑战,极星4",229,554,0,2023/12/18 12:30,微博  weibo.com,"['https://wx2.sinaimg.cn/large/a66d0169ly8hkxs7ynoo4j23uw2644qp.jpg', 'https://wx1.sinaimg.cn/large/a66d0169ly8hkxs819r7nj23uw265hda.jpg', 'https://wx3.sinaimg.cn/large/a66d0169ly8hkxs83r5okj24g0280npd.jpg', 'https://wx4.sinaimg.cn/large/a66d0169ly8hkxs86bim8j21qx1b71h8.jpg', 'https://wx3.sinaimg.cn/large/a66d0169ly8hkxs88fkdoj21r31bbkcb.jpg', 'https://wx3.sinaimg.cn/large/a66d0169ly8hkxs8bb3lpj21sz17b7wh.jpg', 'https://wx1.sinaimg.cn/large/a66d0169ly8hkxs8hxtruj25bw3qbx6r.jpg', 'https://wx4.sinaimg.cn/large/a66d0169ly8hkxs8kq2auj26bk47sqv7.jpg', 'https://wx3.sinaimg.cn/large/a66d0169ly8hkxs8o6jsyj264748kx6r.jpg']",,
4980424701641900 ,NxGlwglQW,3181529551,药努力呀,极星的外观是真的好看,,,,,0,0,10141,2023/12/18 12:30,微博  weibo.com,,,4.98028E+15
4980424243679690 ,Nx73RnEe5,7501297390,长不胖喵星人,让我们走进极星，共同探索碳中和汽车的“登月行动”,,,,,0,0,33,2023/12/14 18:40,微博视频号,,,4.97892E+15
4980423971050060 ,NxGlwglQW,7812830070,温差煮jiu,今天也是为极星外形心动的一天这谁能顶得住！,,,,,0,0,10141,2023/12/18 12:30,微博  weibo.com,,,4.98028E+15
4980253435626400 ,NxFL1nBGu,3725773862,会火,#王阳接受破冰挑战#你们知道我们每天的生活会产生多少的二氧化碳吗？而这些二氧化碳对我们身边的环境又造成了什么样的影响？在我们看不见的地方，冰川正在消融，海平面不断升高，生态平衡正经受挑战。而极星一直致力于在原料和整车过程中减少二氧化碳的排放，是旗下碳足迹最低的量产车。让我们和王阳一起接受破冰挑战！将低碳环保付诸行动。同时，现在成为#极星4#产品体验官，享受3万元的现金权益，也有限时置换补贴基金，最高可享3万元随心选基金。L会火的微博,,,,"王阳接受破冰挑战,极星4",131,264,0,2023/12/18 11:00,微博视频号,,,
4980416816355190 ,NxFL1nBGu,7588773540,T关山难越,希望所有车企都可以像极星一样有社会责任感,,,,,0,0,287,2023/12/18 11:00,微博视频号,,,4.98025E+15
